,year,rating,review,roberta_neg,roberta_neu,roberta_pos
8935,2016,5,Every time I want to fly I've used Skyscanner. Always the best deals and super easy to use!,,,
8936,2016,1,no graphs.  hard to use. i'd rather check prices on individual airline websites,,,
8937,2016,1,Doesn't allow me to select one way flights. Lags and is slow. Awful app.,,,
8938,2016,5,Guys this app is actually the best app to book cheap flights. I tried alot of apps and this one is definetly the best.,,,
8939,2016,1,Priceline lies about their prices they show you on thing and once your getting the deal the prices change completely,,,
8940,2016,1,Why did you go and ruin a perfectly good app. Roll back to the previous version,,,
8941,2016,1,"It cracks and freezes. The 1st version was nice, much better.",,,
8942,2016,1,Can't I pay with my master card on this site? Because  I am afraid i don't want to be fraud.,,,
8943,2016,1,Getting worse after update i cant find option to select one way flight.,,,
8944,2016,1,Any way to go back to old version this update ruined a good app,,,
8945,2016,1,"Going to find a different app now, the functionality that made it great has been removed for the sake of selling package deals",,,
8946,2016,5,Lets me find flights and hotels easily on my mobile.,,,
8947,2016,1,Unfortunately the feature SELECT ALL MONTH disappeared when you set up an itinerary between two cities.,,,
8948,2016,5,App works great and can find the cheapest flight easily..,,,
8949,2016,1,Awful update. Please bring back the classic version.,,,
8950,2016,1,Latest update is  sucks. I cant filter by date easily,,,
8951,2016,3,I hope you place a flight comparison chart for each month so I'd easily know when to go,,,
8952,2018,2,"So bad you  can't search by open dates, something that I really liked about this app",,,
8953,2016,4,It's a great app but compared to the web version the multiple cities option is missing.,,,
8954,2016,4,"Please try to make it more simple, easy and add multi city options for flight booking",,,
8955,2016,1,"Every search is Top deals, totally ignored my criteria",,,
8956,2016,4,Simple and quick comparing of flights and easy to book tickets.,,,
8957,2016,2,Much more difficult and confusing to use since it has changed.Uninstalling,,,
8958,2016,5,Give a lot information for the updated ticket price,,,
8959,2016,5,Good ap. I like putting in a destination an being notified about pricing,,,
8960,2016,5,When I'm bored my plan is visit this app and finding out my where is going to be my next trip,,,
8961,2016,5,"Best flight search app, includes more airlines than others",,,
8962,2016,5,"Very good app and time saving, can be used for flight comparison",,,
8963,2016,5,"Basically a meta search of all booking sites, all in one.",,,
8964,2016,5,awesome loved it jus make alarm for selected date reminder,,,
8965,2016,5,Easiest way to puzzle a cheap flight that matches your needs,,,
8966,2016,5,5* and recommend this app to others for flight bookings,,,
8967,2016,1,"You have NOW ruined the app in its entirety, at least on the android version. It is simply worthless. You added the ""everywhere"" option again, great! But trying to find a ONE WAY flight to another country takes centuries as now I have to go thru dozens and dozens of city names with pics until I see something interesting from a different country. Those times of trying to find a cheap ticket to an another country as an adventure, are long gone. Today, is my last day of using this app. After 5 long years.",,,
8968,2016,1,"The latest version has removed or changed some of the best features that this app had. I've been using it for at least 2 years now, and recommended it to lots of people, but after this update I don't think I will be using or recommending it anymore. Gotta start searching for a new one I guess. Really a shame.",,,
